"Family","Genus","Species","Taxon","Common Name","Native Status","effectm partm of this plant.","Lifeform","Duration","July High Temp","Dec Low Temp","Temp Range","Lower Elevation","Upper Elevation","Start Bloom Month","End Bloom Month","Calrecnum"
"ASTERACEAE","Senecio","aphanactis","Senecio aphanactis","California groundsel","rare","Do not eat any part of this plant.","Annual herb","Annual","97","34","62","110","660","1","4","7473"
"ASTERACEAE","Senecio","aronicoides","Senecio aronicoides","Butterweed","native","Do not eat any part of this plant.","Perennial herb","Perennial","93","12","62","15","3130","4","7","7474"
"ASTERACEAE","Senecio","astephanus","Senecio astephanus","San gabriel ragwort","rare","Do not eat any part of this plant.","Perennial herb","Perennial","92","30","58","540","2290","5","7","7475"
"ASTERACEAE","Senecio","blochmaniae","Senecio blochmaniae","Dune ragwort","rare","Do not eat any part of this plant.","Shrub","Perennial","72","42","29","0","130","5","10","7477"
"ASTERACEAE","Senecio","californicus","Senecio californicus","California butterweed","native","Do not eat any part of this plant.","Annual herb","Annual","93","32","60","10","1590","3","5","7480"
"ASTERACEAE","Senecio","flaccidus","Senecio flaccidus","Shrubby ragwort","native","Do not eat any part of this plant.","Shrub","Perennial","101","22","68","0","2530","6","10","7491"
"ASTERACEAE","Senecio","flaccidus","Senecio flaccidus var. douglasii","Bush groundsel","native","Do not eat any part of this plant.","Shrub","Perennial","96","26","62","0","2530","6","10","7492"
"ASTERACEAE","Senecio","glomeratus","Senecio glomeratus","Cutleaf burnweed","non-native invasive","Do not eat any part of this plant.","Annual, Perennial herb","Annual","84","38","48","0","540","4","9","10688"
"ASTERACEAE","Senecio","quadridentatus","Senecio quadridentatus","Cotton burnweed","non-native","Do not eat any part of this plant.","Annual, Perennial herb","Annual","82","40","36","160","540","1","7","12014"
"ASTERACEAE","Senecio","vulgaris","Senecio vulgaris","Common groundsel","non-native","Do not eat any part of this plant.","Annual herb","Annual","96","28","61","-1","2380","1","12","7524"
"FABACEAE","Senna","didymobotrya","Senna didymobotrya","African wild cassia","non-native","","Shrub","Perennial","87","44","42","0","350","3","10","7528"
"FABACEAE","Senna","multiglandulosa","Senna multiglandulosa","Glandular cassia","non-native","","Shrub","Perennial","79","40","38","0","1210","5","6","7529"
"FABACEAE","Sesbania","punicea","Sesbania punicea","Rattlebox","non-native invasive","Do not eat the seed of this plant.","Shrub","Perennial","97","36","60","0","740","3","9","8578"
"AIZOACEAE","Sesuvium","verrucosum","Sesuvium verrucosum","Western sea purslane","native","","Perennial herb","Perennial","110","28","73","-69","1630","4","9","7534"
"POACEAE","Setaria","parviflora","Setaria parviflora","Marsh bristlegrass","native","","Perennial grass","Perennial","97","32","60","0","2280","5","9","11079"
"POACEAE","Setaria","pumila","Setaria pumila","Yellow bristlegrass","non-native","","Annual grass","Annual","96","28","60","0","2200","6","8","7537"
"POACEAE","Setaria","verticillata","Setaria verticillata","Hooked bristlegrass","non-native","","Annual grass","Annual","92","30","61","0","430","5","11","7539"
"POACEAE","Setaria","viridis","Setaria viridis","Green foxtail","non-native","","Annual grass","Annual","95","26","60","5","2200","5","10","7540"
"ELAEAGNACEAE","Shepherdia","argentea","Shepherdia argentea","Buffalo berry","native","","Tree, Shrub","Perennial","88","16","66","1300","2420","5","6","7541"
"RUBIACEAE","Sherardia","arvensis","Sherardia arvensis","Field madder","non-native","","Annual herb","Annual","96","32","59","0","1450","3","7","7542"
"BRASSICACEAE","Sibara","filifolia","Sibara filifolia","Island rockcress","rare","","Annual herb","Annual","","","","","","3","4","7544"
"MALVACEAE","Sidalcea","hickmanii","Sidalcea hickmanii","Hickman's checkerbloom","native","","Perennial herb","Perennial","88","28","53","180","1880","5","7","7556"
"MALVACEAE","Sidalcea","hickmanii","Sidalcea hickmanii ssp. parishii","Parish's checkerbloom","rare","","Perennial herb","Perennial","84","28","53","1440","2010","6","8","7559"
"MALVACEAE","Sidalcea","malviflora","Sidalcea malviflora","Wild hollyhock","native","","Perennial herb","Perennial","94","20","59","0","2540","5","8","7564"
"MALVACEAE","Sidalcea","malviflora","Sidalcea malviflora ssp. californica","California checker mallow","native","","Perennial herb (rhizomatous)","Perennial","88","40","47","20","470","5","8","7566"
"MALVACEAE","Sidalcea","malviflora","Sidalcea malviflora ssp. laciniata","Laciniate checker mallow","native","","Perennial herb (rhizomatous)","Perennial","89","36","51","0","640","5","8","7568"
"MALVACEAE","Sidalcea","malviflora","Sidalcea malviflora ssp. malviflora","Checker mallow","native","","Perennial herb (rhizomatous)","Perennial","89","36","50","0","1100","5","8","7569"
"MALVACEAE","Sidalcea","sparsifolia","Sidalcea sparsifolia","Southern checkerbloom","native","","Perennial herb (rhizomatous)","Perennial","92","26","58","55","2380","3","6","12023"
"CARYOPHYLLACEAE","Silene","antirrhina","Silene antirrhina","Sleepy catch fly","native","","Annual herb","Annual","94","28","60","80","2200","4","8","7586"
"CARYOPHYLLACEAE","Silene","dichotoma","Silene dichotoma","Branching campion","non-native","","Annual herb","Annual","","","","","","","","7595"
"CARYOPHYLLACEAE","Silene","gallica","Silene gallica","Common catchfly","non-native","","Annual herb","Annual","97","32","61","0","1960","1","6","7597"
"CARYOPHYLLACEAE","Silene","laciniata","Silene laciniata","Cardinal catchfly","native","","Perennial herb","Perennial","96","28","61","0","2280","4","7","10374"
"CARYOPHYLLACEAE","Silene","laciniata","Silene laciniata ssp. californica","California indian pink","native","","Perennial herb","Perennial","96","26","62","0","2150","4","7","11084"
"CARYOPHYLLACEAE","Silene","laciniata","Silene laciniata ssp. laciniata","Cardinal catchfly","native","","Perennial herb","Perennial","94","34","57","0","1980","4","7","11085"
"CARYOPHYLLACEAE","Silene","latifolia","Silene latifolia","Bladder campion","non-native","","Perennial herb","Perennial","97","24","60","","","3","9","10375"
"CARYOPHYLLACEAE","Silene","lemmonii","Silene lemmonii","Lemmon's catchfly","native","","Perennial herb","Perennial","93","16","62","190","2690","","","7603"
"CARYOPHYLLACEAE","Silene","multinervia","Silene multinervia","Fire following campion","native","","Annual herb","Annual","91","36","50","","","","","7606"
"CARYOPHYLLACEAE","Silene","noctiflora","Silene noctiflora","Night flowering campion","non-native","","Annual herb","Annual","","","","","","","","7607"
"CARYOPHYLLACEAE","Silene","verecunda","Silene verecunda","Dolores campion","native","","Perennial herb","Perennial","90","12","59","5","3390","3","6","7617"
"ASTERACEAE","Silybum","marianum","Silybum marianum","Milk thistle","non-native invasive","","Annual, Perennial herb","Annual","98","28","59","0","1980","4","7","7622"
"BRASSICACEAE","Sinapis","alba","Sinapis alba","White mustard","non-native","","Annual herb","Annual","72","44","29","","","3","9","7624"
"BRASSICACEAE","Sinapis","arvensis","Sinapis arvensis","Charlock","non-native invasive","","Annual herb","Annual","96","30","60","0","2200","3","10","7625"
"BRASSICACEAE","Sisymbrium","altissimum","Sisymbrium altissimum","Tumble mustard","non-native","","Annual herb","Annual","98","12","68","20","2780","5","7","7626"
"BRASSICACEAE","Sisymbrium","irio","Sisymbrium irio","London rocket","non-native invasive","","Annual herb","Annual","109","24","73","-30","2410","1","4","7628"
"BRASSICACEAE","Sisymbrium","officinale","Sisymbrium officinale","Hedge mustard","non-native","","Annual herb","Annual","96","26","61","0","2170","4","7","7630"
"BRASSICACEAE","Sisymbrium","orientale","Sisymbrium orientale","Indian hedge mustard","non-native","","Annual, Perennial herb","Annual","103","26","63","0","2430","1","5","7631"
"IRIDACEAE","Sisyrinchium","bellum","Sisyrinchium bellum","Blue eyed grass","native","","Perennial herb","Perennial","94","18","60","0","2890","3","5","7632"
"APIACEAE","Sium","suave","Sium suave","Hemlock water parsnip","native","","Perennial herb","Perennial","88","18","60","0","2420","7","8","7641"
"SOLANACEAE","Solanum","americanum","Solanum americanum","White nightshade","native","Do not eat any part of this plant.","Annual, Perennial herb","Annual","98","26","62","0","1910","3","11","7647"
"SOLANACEAE","Solanum","clokeyi","Solanum clokeyi","Island nightshade","rare","Do not eat any part of this plant.","Perennial herb","Perennial","88","46","40","200","390","3","7","7650"
"SOLANACEAE","Solanum","douglasii","Solanum douglasii","Douglas' nightshade","native","Do not eat any part of this plant.","Perennial herb","Perennial","99","34","60","0","1670","1","12","7652"
"SOLANACEAE","Solanum","elaeagnifolium","Solanum elaeagnifolium","Horse nettle","non-native","Do not eat any part of this plant.","Perennial herb","Perennial","104","30","63","-38","1660","5","9","7654"
"SOLANACEAE","Solanum","furcatum","Solanum furcatum","Forked nightshade","non-native","Do not eat any part of this plant.","Perennial herb, Shrub","Perennial","85","40","43","0","330","5","10","7655"
"SOLANACEAE","Solanum","lanceolatum","Solanum lanceolatum","Lance leaf nightshade","non-native","Do not eat any part of this plant.","Shrub","Perennial","91","42","49","0","1440","4","8","7656"
"SOLANACEAE","Solanum","marginatum","Solanum marginatum","White margined nightshade","non-native","Do not eat any part of this plant.","Shrub","Perennial","67","44","23","0","190","5","8","7657"
"SOLANACEAE","Solanum","mauritianum","Solanum mauritianum","Earleaf nightshade","non-native","Do not eat any part of this plant.","Shrub","Perennial","84","40","45","0","2280","","","9238"
"SOLANACEAE","Solanum","nigrum","Solanum nigrum","Black nightshade","non-native","Do not eat any part of this plant.","Annual herb","Annual","98","26","63","0","1640","3","10","7658"
"SOLANACEAE","Solanum","physalifolium","Solanum physalifolium","Hoe nightshade","non-native","Do not eat any part of this plant.","Shrub","Perennial","80","28","53","0","2280","5","10","10380"
"SOLANACEAE","Solanum","physalifolium","Solanum physalifolium var. nitidibaccatum","Nightshade","non-native","Do not eat any part of this plant.","Annual herb","Annual","76","32","42","0","2120","5","10","11086"
"SOLANACEAE","Solanum","rostratum","Solanum rostratum","Buffalo berry","non-native","Do not eat any part of this plant.","Annual herb","Annual","100","28","61","-15","1900","5","9","7660"
"SOLANACEAE","Solanum","sisymbriifolium","Solanum sisymbriifolium","Sticky nightshade","non-native","Do not eat any part of this plant.","Annual herb","Annual","","","","","","2","10","7662"
"SOLANACEAE","Solanum","umbelliferum","Solanum umbelliferum","Blue witch","native","Do not eat any part of this plant.","Shrub","Perennial","95","28","60","0","2250","1","6","7664"
"SOLANACEAE","Solanum","wallacei","Solanum wallacei","Northern island nightshade","rare","Do not eat any part of this plant.","Perennial herb","Perennial","79","40","35","0","2280","3","8","7665"
"SOLANACEAE","Solanum","xanti","Solanum xanti","Nightshade","native","Do not eat any part of this plant.","Perennial herb, Shrub","Perennial","95","20","59","0","2580","2","7","7666"
"URTICACEAE","Soleirolia","soleirolii","Soleirolia soleirolii","Baby's tears","non-native","","Annual herb","Annual","87","38","46","0","270","3","6","7667"
"ASTERACEAE","Solidago","altissima","Solidago altissima","Canada goldenrod","native","","Perennial herb","Perennial","90","18","61","720","1940","10","11","10381"
"ASTERACEAE","Solidago","altissima","Solidago altissima ssp. altissima","Late goldenrod","non-native","","Perennial herb","Perennial","91","30","54","","","10","11","12024"
"ASTERACEAE","Solidago","confinis","Solidago confinis","Southern goldenrod","native","","Perennial herb","Perennial","103","24","70","0","2480","4","10","7671"
"ASTERACEAE","Solidago","spathulata","Solidago spathulata","Dune goldenrod","native","","Perennial herb","Perennial","82","38","42","0","510","5","11","11087"
"ASTERACEAE","Solidago","velutina","Solidago velutina","Threenerve goldenrod","native","","Perennial herb","Perennial","97","18","63","0","2580","8","10","11089"
"ASTERACEAE","Solidago","velutina","Solidago velutina ssp. californica","Oreja de liebre","native","","Perennial herb","Perennial","96","18","64","0","2560","7","10","11088"
"ASTERACEAE","Soliva","sessilis","Soliva sessilis","South american soliva","non-native","","Annual herb","Annual","94","34","58","0","1300","4","7","7678"
"ASTERACEAE","Sonchus","asper","Sonchus asper","Spiny sowthistle","non-native","","Annual herb","Annual","99","20","63","0","2560","2","10","10384"
"ASTERACEAE","Sonchus","asper","Sonchus asper ssp. asper","Sow thistle","non-native","","Annual herb","Annual","96","24","62","0","2360","2","10","7681"
"ASTERACEAE","Sonchus","oleraceus","Sonchus oleraceus","Sow thistle","non-native","","Annual herb","Annual","104","22","63","-16","2350","1","12","7682"
"ASTERACEAE","Sonchus","tenerrimus","Sonchus tenerrimus","Slender sow thistle","non-native","","Annual herb","Annual","89","34","51","200","1200","3","5","7683"
"POACEAE","Sorghum","bicolor","Sorghum bicolor","Sorghum","non-native","","Annual grass","Annual","104","34","64","0","2080","8","9","7690"
"POACEAE","Sorghum","bicolor","Sorghum bicolor ssp. bicolor","Grain sorghum","non-native","","Annual grass","Annual","","","","","","8","9","9417"
"POACEAE","Sorghum","bicolor","Sorghum bicolor ssp. drummondii","Sudangrass","non-native","","Annual grass","Annual","","","","","","6","7","10386"
"POACEAE","Sorghum","halepense","Sorghum halepense","Johnsongrass","non-native","","Perennial grass","Perennial","104","28","63","-23","1810","8","9","7691"
"TYPHACEAE","Sparganium","eurycarpum","Sparganium eurycarpum","Broadfruit bur reed","native","","Perennial herb","Perennial","91","24","61","0","1760","6","7","10389"
"TYPHACEAE","Sparganium","eurycarpum","Sparganium eurycarpum var. eurycarpum","Broadfruit bur reed","native","","Perennial herb","Perennial","86","26","59","0","810","6","7","12031"
"TYPHACEAE","Sparganium","eurycarpum","Sparganium eurycarpum var. greenei","Bur reed","native","","Perennial herb","Perennial","89","24","50","0","240","6","7","12032"
"POACEAE","Spartina","foliosa","Spartina foliosa","Pacific cordgrass","native","","Perennial grass","Perennial","80","40","40","-1","10","6","11","7701"
"FABACEAE","Spartium","junceum","Spartium junceum","Spanish broom","non-native invasive","Do not eat any part of this plant.","Shrub","Perennial","96","22","59","0","2280","4","6","7704"
"CARYOPHYLLACEAE","Spergula","arvensis","Spergula arvensis","Corn spurry","non-native","","Annual herb","Annual","96","10","59","0","2270","11","5","9630"
"CARYOPHYLLACEAE","Spergularia","bocconi","Spergularia bocconi","Boccone's sand spurry","non-native","","Annual herb","Annual","96","30","60","0","1600","4","5","10693"
"CARYOPHYLLACEAE","Spergularia","macrotheca","Spergularia macrotheca","Sticky sand spurry","native","","Perennial herb","Perennial","94","36","57","0","620","2","5","7709"
"CARYOPHYLLACEAE","Spergularia","macrotheca","Spergularia macrotheca var. macrotheca","Sticky sand spurry","native","","Perennial herb","Perennial","75","40","32","0","270","2","5","7712"
"CARYOPHYLLACEAE","Spergularia","marina","Spergularia marina","Salt sand spurry","native","","Annual herb","Annual","103","28","70","0","2280","4","9","7713"
"CARYOPHYLLACEAE","Spergularia","media","Spergularia media","Sand spurry","non-native","","Annual, Perennial herb","Annual","92","38","54","0","30","","","7714"
"CARYOPHYLLACEAE","Spergularia","rubra","Spergularia rubra","Purple sand spurry","non-native","","Annual, Perennial herb","Annual","94","10","60","0","2890","4","10","7716"
"CARYOPHYLLACEAE","Spergularia","villosa","Spergularia villosa","Villous sand spurry","non-native","","Perennial herb","Perennial","87","38","44","0","1360","4","5","7717"
"MALVACEAE","Sphaeralcea","ambigua","Sphaeralcea ambigua","Desert mallow","native","","Perennial herb","Perennial","106","18","72","-6","2780","2","3","7719"
"SPHAEROCARPACEAE","Sphaerocarpos","texanus","Sphaerocarpos texanus","","native","","Liverwort","Perennial","98","36","59","60","210","","","14519"
"POACEAE","Sporobolus","airoides","Sporobolus airoides","Alkali sacaton","native","","Perennial grass","Perennial","111","18","73","0","2330","7","8","7744"
"POACEAE","Sporobolus","cryptandrus","Sporobolus cryptandrus","Sand dropseed","native","","Perennial grass","Perennial","102","18","70","770","2560","8","9","7747"
"POACEAE","Sporobolus","indicus","Sporobolus indicus","Smutgrass","non-native","","Perennial grass","Perennial","96","34","61","0","1490","4","11","7749"
"LAMIACEAE","Stachys","ajugoides","Stachys ajugoides","Hedge nettle","native","","Perennial herb","Perennial","92","18","60","0","2070","4","9","7751"
"LAMIACEAE","Stachys","albens","Stachys albens","Cobwebby hedge nettle","native","","Perennial herb","Perennial","97","14","63","0","2700","6","8","7754"
"LAMIACEAE","Stachys","bullata","Stachys bullata","Southern hedge nettle","native","","Perennial herb","Perennial","94","34","59","0","1470","4","9","7756"
"LAMIACEAE","Stachys","chamissonis","Stachys chamissonis","Hedge nettle","native","","Perennial herb","Perennial","79","38","38","0","280","5","10","7757"
"LAMIACEAE","Stachys","pycnantha","Stachys pycnantha","Short spike hedge nettle","native","","Perennial herb","Perennial","94","22","62","5","1820","6","10","7759"
"LAMIACEAE","Stachys","rigida","Stachys rigida","Rough hedgenettle","native","","Perennial herb","Perennial","95","18","62","0","2290","5","7","12037"
"LAMIACEAE","Stachys","rigida","Stachys rigida var. quercetorum","Rough hedgenettle","native","","Perennial herb","Perennial","92","26","58","0","1590","3","10","12038"
"LAMIACEAE","Stachys","rigida","Stachys rigida var. rigida","Rough hedgenettle","native","","Perennial herb","Perennial","92","18","60","0","2180","7","8","12039"
"BRASSICACEAE","Stanleya","pinnata","Stanleya pinnata","Prince's plume","native","","Perennial herb, Shrub","Perennial","102","16","71","0","2570","4","9","7762"
"BRASSICACEAE","Stanleya","pinnata","Stanleya pinnata var. pinnata","Prince's plume","native","","Perennial herb, Shrub","Perennial","97","16","68","250","2470","4","9","7764"
"ASTERACEAE","Stebbinsoseris","heterocarpa","Stebbinsoseris heterocarpa","Grassland stebbinsoseris","native","","Annual herb","Annual","94","32","61","0","2310","4","6","7768"
"POTTIACEAE","Stegonia","hyalinotricha","Stegonia hyalinotricha","","native","","Moss","Perennial","","","","","","","","14211"
"CARYOPHYLLACEAE","Stellaria","media","Stellaria media","Chickweed","non-native","","Annual herb","Annual","96","22","60","0","2550","2","9","7776"
"CARYOPHYLLACEAE","Stellaria","neglecta","Stellaria neglecta","Common chickweed","non-native","","Annual herb","Annual","94","32","60","95","2280","3","5","10696"
"CARYOPHYLLACEAE","Stellaria","nitens","Stellaria nitens","Shining chickweed","native","","Annual herb","Annual","96","22","62","30","2040","12","2","7777"
"CARYOPHYLLACEAE","Stellaria","pallida","Stellaria pallida","Pale starwort","non-native","","Annual herb","Annual","94","30","60","0","1570","","","7779"
"POACEAE","Stenotaphrum","secundatum","Stenotaphrum secundatum","Saint augustine grass","non-native","","Perennial grass","Perennial","89","40","46","0","1300","7","9","7783"
"ASTERACEAE","Stephanomeria","cichoriacea","Stephanomeria cichoriacea","Fort tejon milk aster","native","","Perennial herb","Perennial","92","28","59","15","2350","5","11","7788"
"ASTERACEAE","Stephanomeria","diegensis","Stephanomeria diegensis","San diego wreathplant","native","","Annual, Perennial herb","Annual","93","32","57","0","1270","8","11","7789"
"ASTERACEAE","Stephanomeria","elata","Stephanomeria elata","Santa barbara stephanomeria","native","","Annual herb","Annual","91","32","54","0","1590","7","11","7790"
"ASTERACEAE","Stephanomeria","exigua","Stephanomeria exigua","Small wirelettuce","native","","Annual herb","Annual","106","14","71","0","2800","6","10","7791"
"ASTERACEAE","Stephanomeria","exigua","Stephanomeria exigua ssp. carotifera","White plume stephanomeria","native","","Perennial herb","Perennial","84","34","49","20","1610","6","10","7792"
"ASTERACEAE","Stephanomeria","exigua","Stephanomeria exigua ssp. coronaria","White plume wirelettuce","native","","Annual herb","Annual","98","22","63","130","2330","6","11","7793"
"ASTERACEAE","Stephanomeria","exigua","Stephanomeria exigua ssp. exigua","Mitra","native","","Annual herb","Annual","103","18","72","180","2270","4","7","7795"
"ASTERACEAE","Stephanomeria","paniculata","Stephanomeria paniculata","Stiff branched stephanomeria","native","","Annual herb","Annual","91","22","64","350","1880","6","10","7798"
"ASTERACEAE","Stephanomeria","pauciflora","Stephanomeria pauciflora","Wire lettuce","native","","Perennial herb","Perennial","106","18","72","0","2480","3","11","7800"
"ASTERACEAE","Stephanomeria","virgata","Stephanomeria virgata","Twiggy wreath plant","native","","Annual herb","Annual","97","22","61","0","2490","7","10","7805"
"ASTERACEAE","Stephanomeria","virgata","Stephanomeria virgata ssp. pleurocarpa","Tall stephanomeria","native","","Annual herb","Annual","95","22","61","0","2200","8","10","7806"
"ASTERACEAE","Stephanomeria","virgata","Stephanomeria virgata ssp. virgata","Tall milk aster","native","","Annual herb","Annual","96","30","60","10","2530","7","10","7807"
"EUPHORBIACEAE","Stillingia","linearifolia","Stillingia linearifolia","Narrow leaved stillingia","native","","Perennial herb","Perennial","104","34","66","95","1520","3","5","7808"
"POACEAE","Stipa","brachychaeta","Stipa brachychaeta","Puna needle grass","non-native invasive","","Perennial grass","Perennial","84","38","46","40","140","5","10","12041"
"POACEAE","Stipa","cernua","Stipa cernua","Nodding needle grass","native","","Perennial grass","Perennial","96","28","62","0","2440","2","7","12042"
"POACEAE","Stipa","coronata","Stipa coronata","Crested needle grass","native","","Perennial grass","Perennial","96","28","61","10","2310","4","6","12047"
"POACEAE","Stipa","diegoensis","Stipa diegoensis","San diego county needle grass","rare","","Perennial grass","Perennial","91","36","53","70","330","2","6","11227"
"POACEAE","Stipa","hymenoides","Stipa hymenoides","Indian rice grass","native","","Perennial grass","Perennial","103","14","72","0","3320","4","7","12049"
"POACEAE","Stipa","lepida","Stipa lepida","Foothill needle grass","native","","Perennial grass","Perennial","94","32","59","0","1500","3","5","12054"
"POACEAE","Stipa","miliacea","Stipa miliacea","Smilo grass","non-native","","Perennial grass","Perennial","94","32","59","0","2350","3","9","12151"
"POACEAE","Stipa","miliacea","Stipa miliacea var. miliacea","Smilo grass","non-native invasive","","Perennial grass","Perennial","94","32","59","0","2350","3","9","12058"
"POACEAE","Stipa","pulchra","Stipa pulchra","Purple needle grass","native","","Perennial grass","Perennial","95","34","59","0","1950","3","5","12067"
"POACEAE","Stipa","speciosa","Stipa speciosa","Desert needle grass","native","","Perennial grass","Perennial","102","14","72","0","3230","4","7","12069"
"BRASSICACEAE","Streptanthus","campestris","Streptanthus campestris","Southern jewel flower","rare","","Perennial herb","Perennial","90","28","56","1050","2170","5","7","7826"
"BRASSICACEAE","Strigosella","africana","Strigosella africana","African mustard","non-native","","Annual herb","Annual","101","24","72","370","2080","5","8","12076"
"POTAMOGETONACEAE","Stuckenia","pectinata","Stuckenia pectinata","Sago pondweed","native","","Perennial herb (aquatic)","Perennial","95","18","64","0","2310","5","7","9596"
"ASTERACEAE","Stylocline","gnaphaloides","Stylocline gnaphaloides","Everlasting stylocline","native","","Annual herb","Annual","98","30","63","20","1970","3","5","7866"
"STYRACACEAE","Styrax","redivivus","Styrax redivivus","California snowdrop bush","native","","Shrub","Perennial","97","30","60","15","2030","4","6","7873"
"CHENOPODIACEAE","Suaeda","calceoliformis","Suaeda calceoliformis","Horned sea blite","native","","Annual herb","Annual","86","20","64","0","1940","7","10","7874"
"CHENOPODIACEAE","Suaeda","californica","Suaeda californica","California seablite","rare","","Shrub","Perennial","78","42","33","0","130","7","10","7875"
"CHENOPODIACEAE","Suaeda","esteroa","Suaeda esteroa","Estuary seablite","rare","","Perennial herb","Perennial","76","46","30","0","5","5","10","7876"
"CHENOPODIACEAE","Suaeda","nigra","Suaeda nigra","Bush seepweed","native","","Perennial herb","Perennial","113","20","75","-76","2030","5","5","11092"
"CHENOPODIACEAE","Suaeda","taxifolia","Suaeda taxifolia","Seablite","rare","","Shrub","Perennial","78","42","33","0","95","1","12","7879"
"CAPRIFOLIACEAE","Symphoricarpos","albus","Symphoricarpos albus","Common snowberry","native","Do not eat any part of this plant.","Shrub","Perennial","94","18","62","0","2300","6","7","10399"
"CAPRIFOLIACEAE","Symphoricarpos","albus","Symphoricarpos albus var. laevigatus","Snowberry","native","Do not eat any part of this plant.","Shrub","Perennial","94","20","59","0","2140","5","7","7895"
"CAPRIFOLIACEAE","Symphoricarpos","mollis","Symphoricarpos mollis","Snowberry","native","Do not eat any part of this plant.","Shrub","Perennial","94","18","61","0","2650","4","7","7898"
"CAPRIFOLIACEAE","Symphoricarpos","rotundifolius","Symphoricarpos rotundifolius","Mountain snowberry","native","Do not eat any part of this plant.","Shrub","Perennial","88","12","65","130","3060","5","6","7899"
"CAPRIFOLIACEAE","Symphoricarpos","rotundifolius","Symphoricarpos rotundifolius var. parishii","Parish's snowberry","native","Do not eat any part of this plant.","Shrub","Perennial","86","16","58","0","2800","5","6","7900"
"ASTERACEAE","Symphyotrichum","chilense","Symphyotrichum chilense","Pacific aster","native","","Perennial herb","Perennial","94","26","57","0","2440","7","8","10402"
"ASTERACEAE","Symphyotrichum","defoliatum","Symphyotrichum defoliatum","San bernardino aster","rare","","Perennial herb (rhizomatous)","Perennial","95","30","59","0","2280","7","11","8989"
"ASTERACEAE","Symphyotrichum","lanceolatum","Symphyotrichum lanceolatum","White panicle aster","native","","Perennial herb","Perennial","95","16","70","170","2590","7","8","9252"
"ASTERACEAE","Symphyotrichum","lanceolatum","Symphyotrichum lanceolatum var. hesperium","Western lance leaf aster","native","","Perennial herb","Perennial","96","18","72","170","2590","7","8","11093"
"ASTERACEAE","Symphyotrichum","subspicatum","Symphyotrichum subspicatum","Douglas aster","native","","Annual herb","Annual","85","38","47","0","540","7","9","12079"
"ASTERACEAE","Symphyotrichum","subulatum","Symphyotrichum subulatum","Eastern annual saltmarsh aster","native","","Annual herb","Annual","95","34","59","0","2280","7","10","11095"
"ASTERACEAE","Symphyotrichum","subulatum","Symphyotrichum subulatum var. elongatum","Eastern annual saltmarsh aster","non-native","","Perennial herb","Perennial","89","34","53","0","2280","8","10","12080"
"ASTERACEAE","Symphyotrichum","subulatum","Symphyotrichum subulatum var. parviflorum","Eastern annual saltmarsh aster","native","","Perennial herb","Perennial","95","36","59","0","1260","7","10","11094"
"ASTERACEAE","Symphyotrichum","subulatum","Symphyotrichum subulatum var. squamatum","Eastern annual saltmarsh aster","non-native","","Perennial herb","Perennial","88","38","48","0","130","7","10","12081"
"POTTIACEAE","Syntrichia","laevipila","Syntrichia laevipila","","native","","Moss","Perennial","92","30","58","","","","","14217"
"POTTIACEAE","Syntrichia","montana","Syntrichia montana","","native","","Moss","Perennial","","","","","","","","14219"
"POTTIACEAE","Syntrichia","norvegica","Syntrichia norvegica","","native","","Moss","Perennial","91","","55","","","","","14220"
"POTTIACEAE","Syntrichia","papillosa","Syntrichia papillosa","","native","","Moss","Perennial","","","","","","","","14222"
"POTTIACEAE","Syntrichia","papillosissima","Syntrichia papillosissima","","native","","Moss","Perennial","","","","","","","","14223"
"POTTIACEAE","Syntrichia","princeps","Syntrichia princeps","","native","","Moss","Perennial","95","30","61","150","4080","","","14224"
"POTTIACEAE","Syntrichia","ruralis","Syntrichia ruralis","","native","","Moss","Perennial","94","18","63","20","3210","","","14225"
"POTTIACEAE","Syntrichia","sucrosa","Syntrichia sucrosa","","native","","Moss","Perennial","87","32","55","","","","","14226"
"ASTERACEAE","Tagetes","erecta","Tagetes erecta","French or african marigold","non-native","","Annual herb","Annual","95","38","56","0","2280","5","9","7911"
"ASTERACEAE","Tagetes","minuta","Tagetes minuta","Little marigold","non-native","","Annual herb","Annual","68","46","22","","","","","7912"
"TAMARICACEAE","Tamarix","aphylla","Tamarix aphylla","Athel","non-native invasive","","Tree","Perennial","113","30","74","-64","1680","5","11","7913"
"TAMARICACEAE","Tamarix","chinensis","Tamarix chinensis","Chinese tamarisk","non-native invasive","","Shrub","Perennial","106","18","68","30","2020","3","11","7914"
"TAMARICACEAE","Tamarix","parviflora","Tamarix parviflora","Tamarisk","non-native invasive","","Tree, Shrub","Perennial","98","32","64","0","1680","4","5","7916"
"TAMARICACEAE","Tamarix","ramosissima","Tamarix ramosissima","Tamarisk","non-native invasive","","Tree, Shrub","Perennial","113","18","75","-80","2310","4","8","7917"
"ASTERACEAE","Tanacetum","parthenium","Tanacetum parthenium","Feverfew","non-native","","Perennial herb","Perennial","91","20","59","0","2250","6","8","7919"
"ASTERACEAE","Tanacetum","vulgare","Tanacetum vulgare","Tansy","non-native invasive","Do not eat the leaf of this plant.","Perennial herb","Perennial","91","18","62","5","1960","6","8","7920"
"ASTERACEAE","Taraxacum","erythrospermum","Taraxacum erythrospermum","Red-seeded dandelion","non-native","","Perennial herb","Perennial","91","36","50","0","660","1","12","12084"
