Family,Genus,Species,Taxon,Common Name,Native Status,effectm partm of this plant.,Lifeform,Duration,July High Temp,Dec Low Temp,Temp Range,Lower Elevation,Upper Elevation,Start Bloom Month,End Bloom Month,Calrecnum,Toxic parts,Toxic part 1,Toxic part 2,Toxic part 3,Toxins,Toxin 1,Toxin 2
POLYGONACEAE,Polygonum,argyrocoleon,Polygonum argyrocoleon,Silver sheath knotweed,non-native,NA,Annual herb,Annual,94,18,59,0,2090,6,10,6738,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Polygonum,aviculare,Polygonum aviculare,Prostrate knotweed,non-native,NA,"Annual, Perennial herb",Annual,96,10,65,0,2870,6,12,10251,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Polygonum,aviculare,Polygonum aviculare ssp. aviculare,Prostrate knotweed,non-native,NA,"Annual, Perennial herb",Annual,91,26,54,10,1980,6,12,10667,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Polygonum,aviculare,Polygonum aviculare ssp. depressum,Prostrate knotweed,non-native,NA,"Annual, Perennial herb",Annual,95,14,63,0,2780,5,12,11034,NA,NA,NA,NA,NA,NA,NA
POLYPODIACEAE,Polypodium,californicum,Polypodium californicum,California polypody,native,NA,Fern,Perennial,94,32,58,0,2000,NA,NA,6775,NA,NA,NA,NA,NA,NA,NA
POLYPODIACEAE,Polypodium,scouleri,Polypodium scouleri,Leather fern,native,NA,Fern,Perennial,80,38,38,0,540,NA,NA,6779,NA,NA,NA,NA,NA,NA,NA
POACEAE,Polypogon,interruptus,Polypogon interruptus,Ditch beard grass,non-native,NA,Perennial grass,Perennial,99,24,67,0,2160,5,8,6782,NA,NA,NA,NA,NA,NA,NA
POACEAE,Polypogon,maritimus,Polypogon maritimus,Mediterranean beard grass,non-native,NA,Annual grass,Annual,97,28,62,0,2200,6,8,6783,NA,NA,NA,NA,NA,NA,NA
POACEAE,Polypogon,monspeliensis,Polypogon monspeliensis,Annual beard grass,non-native invasive,NA,Annual grass,Annual,107,18,71,-20,2610,5,6,6784,NA,NA,NA,NA,NA,NA,NA
POACEAE,Polypogon,viridis,Polypogon viridis,Water beard grass,non-native,NA,Perennial grass,Perennial,97,18,62,0,2350,5,6,11945,NA,NA,NA,NA,NA,NA,NA
DRYOPTERIDACEAE,Polystichum,imbricans,Polystichum imbricans,Narrow leaved sword fern,native,NA,Fern,Perennial,94,22,61,0,2600,NA,NA,6787,NA,NA,NA,NA,NA,NA,NA
DRYOPTERIDACEAE,Polystichum,imbricans,Polystichum imbricans ssp. curtum,Cliff sword fern,native,NA,Fern,Perennial,92,30,58,20,2120,NA,NA,6788,NA,NA,NA,NA,NA,NA,NA
DRYOPTERIDACEAE,Polystichum,imbricans,Polystichum imbricans ssp. imbricans,Rock sword fern,native,NA,Fern,Perennial,93,22,62,35,2380,NA,NA,6789,NA,NA,NA,NA,NA,NA,NA
DRYOPTERIDACEAE,Polystichum,munitum,Polystichum munitum,Western sword fern,native,NA,Fern,Perennial,92,28,59,0,2110,NA,NA,6793,NA,NA,NA,NA,NA,NA,NA
POLYTRICHACEAE,Polytrichum,juniperinum,Polytrichum juniperinum,NA,native,NA,Moss,Perennial,98,12,61,160,3540,NA,NA,14088,NA,NA,NA,NA,NA,NA,NA
POLYTRICHACEAE,Polytrichum,piliferum,Polytrichum piliferum,NA,native,NA,Moss,Perennial,98,12,61,190,3580,NA,NA,14090,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Populus,alba,Populus alba,White poplar,non-native,NA,Tree,Perennial,91,18,63,0,2090,2,3,6795,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Populus,fremontii,Populus fremontii,Fremont cottonwood,native,NA,Tree,Perennial,105,20,71,-33,2350,2,3,10256,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Populus,fremontii,Populus fremontii ssp. fremontii,Cottonwood,native,NA,Tree,Perennial,102,20,69,0,2270,2,3,6798,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Populus,nigra,Populus nigra,Lombardy poplar,non-native,NA,Tree,Perennial,92,20,61,55,2280,2,3,10257,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Populus,trichocarpa,Populus trichocarpa,Black cottonwood,native,NA,Tree,Perennial,96,14,63,0,2550,2,4,11946,NA,NA,NA,NA,NA,NA,NA
PORELLACEAE,Porella,bolanderi,Porella bolanderi,NA,native,NA,Liverwort,Perennial,90,30,57,NA,NA,NA,NA,14341,NA,NA,NA,NA,NA,NA,NA
PORELLACEAE,Porella,cordaeana,Porella cordaeana,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14472,NA,NA,NA,NA,NA,NA,NA
PORTULACACEAE,Portulaca,oleracea,Portulaca oleracea,Common purslane,non-native,NA,Annual herb,Annual,105,20,67,0,1960,5,9,6803,NA,NA,NA,NA,NA,NA,NA
PORTULACACEAE,Portulacaria,afra,Portulacaria afra,Elephant bush,non-native,NA,Annual herb,Annual,76,46,30,10,120,NA,NA,12809,NA,NA,NA,NA,NA,NA,NA
POTAMOGETONACEAE,Potamogeton,crispus,Potamogeton crispus,Crispate leaved pondweed,non-native invasive,NA,Perennial herb (aquatic),Perennial,96,20,60,-1,2310,4,5,6806,NA,NA,NA,NA,NA,NA,NA
POTAMOGETONACEAE,Potamogeton,foliosus,Potamogeton foliosus,Leafy pondweed,native,NA,Perennial herb (aquatic),Perennial,95,14,65,15,2740,5,6,6810,NA,NA,NA,NA,NA,NA,NA
POTAMOGETONACEAE,Potamogeton,foliosus,Potamogeton foliosus ssp. foliosus,Leafy pondweed,native,NA,Perennial herb (aquatic),Perennial,94,14,61,65,2810,5,6,11947,NA,NA,NA,NA,NA,NA,NA
POTAMOGETONACEAE,Potamogeton,pusillus,Potamogeton pusillus,Small pondweed,native,NA,Perennial herb (aquatic),Perennial,90,14,65,15,2510,5,6,6820,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Potentilla,anglica,Potentilla anglica,English cinquefoil,non-native,NA,Perennial herb,Perennial,87,32,52,30,1450,5,9,8721,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Potentilla,anserina,Potentilla anserina,Silver weed cinquefoil,native,NA,Perennial herb,Perennial,86,12,61,-1,2720,3,5,6826,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Potentilla,anserina,Potentilla anserina ssp. anserina,Silver weed cinquefoil,native,NA,Perennial herb,Perennial,82,12,62,680,2780,3,5,6827,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Potentilla,anserina,Potentilla anserina ssp. pacifica,Silverweed,native,NA,Perennial herb,Perennial,86,38,47,0,480,3,5,6828,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Potentilla,rivalis,Potentilla rivalis,Brook cinquefoil,native,NA,"Annual, Perennial herb",Annual,96,18,64,15,2030,3,11,6868,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Poteridium,annuum,Poteridium annuum,Western burnet,native,NA,"Annual, Perennial herb",Annual,95,18,65,220,2130,4,7,11952,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Poterium,sanguisorba,Poterium sanguisorba,Garden burnet,non-native,NA,Perennial herb,Perennial,93,20,61,0,2050,3,7,11953,NA,NA,NA,NA,NA,NA,NA
PRIMULACEAE,Primula,clevelandii,Primula clevelandii,Padre's shooting star,native,Possible skin irritation from touching any part of this plant.,Perennial herb,Perennial,96,32,61,0,2280,3,4,13218,whole plant,whole plant,NA,NA,NA,NA,NA
PRIMULACEAE,Primula,clevelandii,Primula clevelandii var. clevelandii,Cleveland's shooting star,native,Possible skin irritation from touching any part of this plant.,Perennial herb,Perennial,91,34,53,30,2280,3,4,13219,whole plant,whole plant,NA,NA,NA,NA,NA
PRIMULACEAE,Primula,clevelandii,Primula clevelandii var. gracilis,Padre's shooting star,native,Possible skin irritation from touching any part of this plant.,Perennial herb,Perennial,87,38,48,35,2280,3,4,13220,whole plant,whole plant,NA,NA,NA,NA,NA
PRIMULACEAE,Primula,clevelandii,Primula clevelandii var. insularis,Padre's shooting star,native,Possible skin irritation from touching any part of this plant.,Perennial herb,Perennial,89,36,54,40,820,3,4,13221,whole plant,whole plant,NA,NA,NA,NA,NA
PRIMULACEAE,Primula,clevelandii,Primula clevelandii var. patula,Padre's shooting star,native,Possible skin irritation from touching any part of this plant.,Perennial herb,Perennial,96,34,60,30,1380,3,4,13222,whole plant,whole plant,NA,NA,NA,NA,NA
PRIMULACEAE,Primula,hendersonii,Primula hendersonii,Mosquito bill,native,Possible skin irritation from touching any part of this plant.,Perennial herb,Perennial,96,20,61,0,2810,2,4,13225,whole plant,whole plant,NA,NA,NA,NA,NA
MARTYNIACEAE,Proboscidea,louisianica,Proboscidea louisianica,Ram's horn,non-native,NA,Annual herb,Annual,95,38,59,0,190,5,8,10261,NA,NA,NA,NA,NA,NA,NA
MARTYNIACEAE,Proboscidea,louisianica,Proboscidea louisianica ssp. louisianica,Common devil's claw,non-native,NA,Annual herb,Annual,95,38,58,0,210,5,8,6874,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Prunella,vulgaris,Prunella vulgaris,Self heal,native,NA,Perennial herb,Perennial,94,18,62,0,2300,7,8,6882,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Prunella,vulgaris,Prunella vulgaris var. vulgaris,Self heal,non-native,NA,Perennial herb,Perennial,84,32,50,0,1230,7,8,6885,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,angustifolia,Prunus angustifolia,Chickasaw plum,native,"Do not eat the seed, leaf or stem of this plant.",Tree,Perennial,NA,NA,NA,NA,NA,2,3,10267,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,cerasifera,Prunus cerasifera,Cherry plum,non-native invasive,"Do not eat the seed, leaf or stem of this plant.",Tree,Perennial,96,34,59,0,1100,3,4,6887,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,dulcis,Prunus dulcis,Almond,non-native,"Do not eat the seed, leaf or stem of this plant.",Tree,Perennial,95,36,58,10,1340,2,3,6888,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,emarginata,Prunus emarginata,Bitter cherry,native,"Do not eat the seed, leaf or stem of this plant.","Tree, Shrub",Perennial,95,14,64,0,2900,4,5,6889,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,fasciculata,Prunus fasciculata,Desert almond,native,"Do not eat the seed, leaf or stem of this plant.",Shrub,Perennial,100,20,67,0,2280,2,3,6890,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,fasciculata,Prunus fasciculata var. punctata,Sand almond,rare,"Do not eat the seed, leaf or stem of this plant.",Shrub,Perennial,73,42,31,0,80,3,4,6892,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,ilicifolia,Prunus ilicifolia,Holly leaf cherry,native,"Do not eat the seed, leaf or stem of this plant.","Tree, Shrub",Perennial,97,30,60,0,2310,2,4,6894,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,ilicifolia,Prunus ilicifolia ssp. ilicifolia,Holly leaf cherry,native,"Do not eat the seed, leaf or stem of this plant.","Tree, Shrub",Perennial,95,30,60,10,2210,2,4,6895,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,ilicifolia,Prunus ilicifolia ssp. lyonii,Island cherry,native,"Do not eat the seed, leaf or stem of this plant.",Tree,Perennial,88,42,43,5,370,5,6,6896,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,laurocerasus,Prunus laurocerasus,Cherry laurel,non-native,"Do not eat the seed, leaf or stem of this plant.","Tree, Shrub",Perennial,87,34,53,30,540,NA,NA,8723,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,persica,Prunus persica,Peach,non-native,"Do not eat the seed, leaf or stem of this plant.",Tree,Perennial,95,34,59,0,2280,4,5,8724,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,virginiana,Prunus virginiana,Chokecherry,native,"Do not eat the seed, leaf or stem of this plant.","Tree, Shrub",Perennial,96,14,64,25,2580,4,5,10275,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Prunus,virginiana,Prunus virginiana var. demissa,Western choke cherry,native,"Do not eat the seed, leaf or stem of this plant.","Tree, Shrub",Perennial,96,14,64,45,2580,3,5,6898,NA,NA,NA,NA,NA,NA,NA
HEDWIGIACEAE,Pseudobraunia,californica,Pseudobraunia californica,California pseudobraunia moss,native,NA,Moss,Perennial,97,18,62,NA,NA,NA,NA,8869,NA,NA,NA,NA,NA,NA,NA
POTTIACEAE,Pseudocrossidium,crinitum,Pseudocrossidium crinitum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,14093,NA,NA,NA,NA,NA,NA,NA
POTTIACEAE,Pseudocrossidium,obtusulum,Pseudocrossidium obtusulum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,14095,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,beneolens,Pseudognaphalium beneolens,Cudweed,native,NA,Perennial herb,Perennial,94,24,59,0,2280,6,10,11047,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,biolettii,Pseudognaphalium biolettii,Two-color rabbit-tobacco,native,NA,Perennial herb,Perennial,99,34,60,0,1900,1,5,11955,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,californicum,Pseudognaphalium californicum,Ladies' tobacco,native,NA,"Annual, Perennial herb",Annual,96,30,59,0,2230,1,7,11956,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,canescens,Pseudognaphalium canescens,Wright's cudweed,native,NA,Perennial herb,Perennial,96,24,61,100,2410,6,9,10278,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,luteoalbum,Pseudognaphalium luteoalbum,Jersey cudweed,non-native,NA,Annual herb,Annual,102,22,63,0,2340,3,8,11957,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,microcephalum,Pseudognaphalium microcephalum,Wright's cudweed,native,NA,Perennial herb,Perennial,95,22,60,0,2310,7,10,11048,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,ramosissimum,Pseudognaphalium ramosissimum,Pink cudweed,native,NA,"Annual, Biennial herb",Annual,84,38,44,0,1720,6,8,11959,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,stramineum,Pseudognaphalium stramineum,Cottonbatting plant,native,NA,Perennial herb,Perennial,96,20,70,0,2440,5,10,11960,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pseudognaphalium,thermale,Pseudognaphalium thermale,Small headed cudweed,native,NA,Perennial herb,Perennial,94,18,64,130,2490,6,9,11049,NA,NA,NA,NA,NA,NA,NA
PINACEAE,Pseudotsuga,macrocarpa,Pseudotsuga macrocarpa,Bigcone spruce,native,NA,Tree,Perennial,93,26,62,480,2450,2,3,6906,NA,NA,NA,NA,NA,NA,NA
PINACEAE,Pseudotsuga,menziesii,Pseudotsuga menziesii,Douglas fir,native,NA,Tree,Perennial,94,20,61,0,2340,4,5,10283,NA,NA,NA,NA,NA,NA,NA
PINACEAE,Pseudotsuga,menziesii,Pseudotsuga menziesii var. menziesii,Douglas fir,native,NA,Tree,Perennial,93,22,61,0,2040,4,5,6907,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Psilocarphus,brevissimus,Psilocarphus brevissimus,Woolly marbles,native,NA,Annual herb,Annual,96,18,65,0,2000,5,6,6908,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Psilocarphus,brevissimus,Psilocarphus brevissimus var. brevissimus,Woolly heads,native,NA,Annual herb,Annual,96,18,64,0,2040,5,6,6909,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Psilocarphus,chilensis,Psilocarphus chilensis,Round woolly marbles,native,NA,Annual herb,Annual,95,32,61,0,840,3,7,11050,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Psilocarphus,oregonus,Psilocarphus oregonus,Woolly marbles,native,NA,Annual herb,Annual,95,22,64,0,1840,4,5,6912,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Psilocarphus,tenellus,Psilocarphus tenellus,Slender woolly heads,native,NA,Annual herb,Annual,94,20,61,0,2120,4,6,6913,NA,NA,NA,NA,NA,NA,NA
PSILOTACEAE,Psilotum,nudum,Psilotum nudum,Whisk fern,non-native,NA,Perennial herb,Perennial,88,44,44,0,270,NA,NA,10674,NA,NA,NA,NA,NA,NA,NA
DENNSTAEDTIACEAE,Pteridium,aquilinum,Pteridium aquilinum,Western brackenfern,native,Do not eat any part of this plant.,Fern,Perennial,94,14,61,-9,2910,6,8,10284,NA,NA,NA,NA,NA,NA,NA
DENNSTAEDTIACEAE,Pteridium,aquilinum,Pteridium aquilinum var. pubescens,Western bracken fern,native,Do not eat any part of this plant.,Fern,Perennial,94,14,61,0,2910,NA,NA,6930,NA,NA,NA,NA,NA,NA,NA
PTERIGYNANDRACEAE,Pterigynandrum,filiforme,Pterigynandrum filiforme,NA,native,NA,Moss,Perennial,85,20,58,NA,NA,NA,NA,14110,NA,NA,NA,NA,NA,NA,NA
PTERIDACEAE,Pteris,cretica,Pteris cretica,Cretan brake,non-native,NA,Fern,Perennial,84,38,47,40,1570,NA,NA,6931,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Pterostegia,drymarioides,Pterostegia drymarioides,Fairy mist,native,NA,Annual herb,Annual,103,30,64,0,2260,2,7,6935,NA,NA,NA,NA,NA,NA,NA
POTTIACEAE,Pterygoneurum,ovatum,Pterygoneurum ovatum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,14112,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Ptychostomum,cyclophyllum,Ptychostomum cyclophyllum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,14120,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Ptychostomum,pseudotriquetrum,Ptychostomum pseudotriquetrum,NA,native,NA,Moss,Perennial,89,16,56,2610,3000,NA,NA,14128,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Purshia,tridentata,Purshia tridentata,Antelope bush,native,NA,Shrub,Perennial,94,14,68,0,3230,4,7,6951,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Purshia,tridentata,Purshia tridentata var. glandulosa,Antelope brush,native,NA,Shrub,Perennial,96,16,70,580,2960,3,5,6952,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Pyracantha,angustifolia,Pyracantha angustifolia,Firethorn,non-native invasive,NA,Shrub,Perennial,94,36,59,0,810,2,6,6955,fruit,fruit,NA,NA,NA,NA,NA
ROSACEAE,Pyracantha,coccinea,Pyracantha coccinea,Scarlet firethorn,non-native invasive,NA,Shrub,Perennial,85,40,45,0,280,5,6,8726,fruit,fruit,NA,NA,NA,NA,NA
ROSACEAE,Pyracantha,koidzumii,Pyracantha koidzumii,Taiwan firethorn,non-native,NA,Shrub,Perennial,88,38,46,20,1440,2,6,11966,fruit,fruit,NA,NA,NA,NA,NA
ERICACEAE,Pyrola,aphylla,Pyrola aphylla,Leafless wintergreen,native,NA,Perennial herb,Perennial,93,20,64,80,2090,NA,NA,13181,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Pyrola,picta,Pyrola picta,White veined shinleaf,native,NA,Perennial herb,Perennial,92,14,63,0,2770,6,8,6961,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pyrrocoma,racemosa,Pyrrocoma racemosa,Racemose pyrrocoma,native,NA,Perennial herb,Perennial,96,14,72,180,2250,7,9,6971,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Pyrrocoma,racemosa,Pyrrocoma racemosa var. sessiliflora,Racemose pyrrocoma,native,NA,Perennial herb,Perennial,105,16,72,430,2050,7,9,6976,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,agrifolia,Quercus agrifolia,Coast live oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,96,30,62,-1,2310,2,4,6983,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,agrifolia,Quercus agrifolia var. agrifolia,Coast live oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,94,32,59,0,2310,2,3,6984,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,berberidifolia,Quercus berberidifolia,Inland scrub oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,96,30,64,5,2440,2,3,6986,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,chrysolepis,Quercus chrysolepis,Gold cup live oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,96,18,62,0,2590,5,6,6987,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,douglasii,Quercus douglasii,Blue oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,98,30,64,5,2130,3,5,6990,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,dumosa,Quercus dumosa,Scrub oak,rare,Do not eat the fruit or leaf of this plant.,Shrub,Perennial,94,30,60,0,1380,2,3,6991,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,durata,Quercus durata,Leather oak,native,Do not eat the fruit or leaf of this plant.,Shrub,Perennial,93,30,64,0,2280,4,5,6992,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,durata,Quercus durata var. durata,Leather oak,native,Do not eat the fruit or leaf of this plant.,Shrub,Perennial,93,30,64,30,1570,4,5,6993,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,engelmannii,Quercus engelmannii,Engelmann oak,rare,Do not eat the fruit or leaf of this plant.,Tree,Perennial,96,34,61,45,1650,3,6,6995,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,ilex,Quercus ilex,Holly oak,non-native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,93,38,54,0,1330,5,8,8591,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,john-tuckeri,Quercus john-tuckeri,Tucker's oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,95,24,64,460,2450,2,4,6999,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,kelloggii,Quercus kelloggii,California black oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,96,18,64,0,2570,5,6,7000,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,lobata,Quercus lobata,Valley oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,98,30,64,0,2260,2,3,7001,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,pacifica,Quercus pacifica,Island scrub oak,rare,Do not eat the fruit or leaf of this plant.,Shrub,Perennial,81,44,32,0,160,3,4,8418,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,palmeri,Quercus palmeri,Palmer's oak,native,Do not eat the fruit or leaf of this plant.,Shrub,Perennial,94,30,61,110,2330,4,5,7002,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,parvula,Quercus parvula,Santa cruz island oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,89,36,52,0,970,4,6,7003,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,parvula,Quercus parvula var. parvula,Santa cruz island oak,rare,Do not eat the fruit or leaf of this plant.,Tree,Perennial,82,40,43,0,650,4,6,7004,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,parvula,Quercus parvula var. shrevei,Shreve's oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,86,36,49,0,970,4,6,7005,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,suber,Quercus suber,Cork oak,non-native,Do not eat the fruit or leaf of this plant.,"Tree, Shrub",Perennial,94,38,56,0,320,NA,NA,9403,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,tomentella,Quercus tomentella,Island oak,rare,Do not eat the fruit or leaf of this plant.,Tree,Perennial,81,46,33,55,470,3,7,7007,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,wislizeni,Quercus wislizeni,Interior live oak,native,Do not eat the fruit or leaf of this plant.,"Tree, Shrub",Perennial,98,28,62,0,2480,3,5,7010,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,wislizeni,Quercus wislizeni var. frutescens,Live oak,native,Do not eat the fruit or leaf of this plant.,"Tree, Shrub",Perennial,96,28,62,70,2000,3,5,7011,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,wislizeni,Quercus wislizeni var. wislizeni,Interior live oak,native,Do not eat the fruit or leaf of this plant.,"Tree, Shrub",Perennial,97,26,60,0,2480,3,5,7012,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,Xalvordiana,Quercus Xalvordiana,Alvord's oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,95,32,63,150,1680,NA,NA,6981,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,Xjolonensis,Quercus Xjolonensis,NA,native,Do not eat the fruit or leaf of this plant.,"Shrub, Tree",Perennial,93,34,58,NA,NA,NA,NA,10290,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,Xmacdonaldii,Quercus Xmacdonaldii,Macdonald's oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,81,46,35,NA,NA,NA,NA,6982,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,Xmorehus,Quercus Xmorehus,Oracle oak,native,Do not eat the fruit or leaf of this plant.,Tree,Perennial,97,30,60,15,2280,NA,NA,11052,NA,NA,NA,NA,NA,NA,NA
FAGACEAE,Quercus,Xtownei,Quercus Xtownei,NA,native,Do not eat the fruit or leaf of this plant.,"Shrub, Tree",Perennial,NA,NA,NA,NA,NA,NA,NA,10293,NA,NA,NA,NA,NA,NA,NA
RADULACEA,Radula,bolanderi,Radula bolanderi,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14344,NA,NA,NA,NA,NA,NA,NA
RADULACEA,Radula,complanata,Radula complanata,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14345,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Rafinesquia,californica,Rafinesquia californica,California chicory,native,NA,Annual herb,Annual,97,30,61,0,2120,4,7,7013,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,californicus,Ranunculus californicus,Common buttercup,native,Do not eat any part of this plant.,Perennial herb,Perennial,95,24,59,0,2310,2,5,7032,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,californicus,Ranunculus californicus var. californicus,Common buttercup,native,Do not eat any part of this plant.,Perennial herb,Perennial,94,30,59,0,1220,2,5,11970,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,californicus,Ranunculus californicus var. cuneatus,Common buttercup,native,Do not eat any part of this plant.,Perennial herb,Perennial,72,42,30,5,190,2,5,11971,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,canus,Ranunculus canus,Hartweg's buttercup,native,Do not eat any part of this plant.,Perennial herb,Perennial,97,32,61,75,2530,3,7,7033,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,cymbalaria,Ranunculus cymbalaria,Alkali buttercup,native,Do not eat any part of this plant.,Perennial herb,Perennial,96,10,68,0,3070,5,6,10296,NA,NA,NA,NA,NA,NA,NA
